         Index            Ts             t            HF        Weight            Tr
            65   4.25643e+01   6.50000e+01  -4.46676e+01   1.05695e+01   5.16667e+01
            66   4.29314e+01   6.60000e+01  -4.45738e+01   1.05676e+01   5.20000e+01
            67   4.33008e+01   6.70000e+01  -4.44806e+01   1.05657e+01   5.23333e+01
            68   4.36687e+01   6.80000e+01  -4.43861e+01   1.05636e+01   5.26667e+01
            69   4.40298e+01   6.90000e+01  -4.42953e+01   1.05616e+01   5.30000e+01
            70   4.43825e+01   7.00000e+01  -4.42057e+01   1.05595e+01   5.33333e+01
            71   4.47380e+01   7.10000e+01  -4.41162e+01   1.05573e+01   5.36667e+01
            72   4.50989e+01   7.20000e+01  -4.40318e+01   1.05551e+01   5.40000e+01
            73   4.54705e+01   7.30000e+01  -4.39424e+01   1.05528e+01   5.43333e+01
            74   4.58275e+01   7.40000e+01  -4.38525e+01   1.05505e+01   5.46667e+01
            75   4.61856e+01   7.50000e+01  -4.37628e+01   1.05482e+01   5.50000e+01
            76   4.65405e+01   7.60000e+01  -4.36810e+01   1.05457e+01   5.53333e+01
            77   4.68956e+01   7.70000e+01  -4.35974e+01   1.05433e+01   5.56667e+01
            78   4.72480e+01   7.80000e+01  -4.35140e+01   1.05408e+01   5.60000e+01
            79   4.76143e+01   7.90000e+01  -4.34309e+01   1.05382e+01   5.63333e+01
            80   4.79770e+01   8.00000e+01  -4.33489e+01   1.05356e+01   5.66667e+01
            81   4.83399e+01   8.10000e+01  -4.32672e+01   1.05329e+01   5.70000e+01
            82   4.86920e+01   8.20000e+01  -4.31863e+01   1.05302e+01   5.73333e+01
            83   4.90593e+01   8.30000e+01  -4.31066e+01   1.05275e+01   5.76667e+01
            84   4.94003e+01   8.40000e+01  -4.30366e+01   1.05247e+01   5.80000e+01
            85   4.97601e+01   8.50000e+01  -4.29620e+01   1.05218e+01   5.83333e+01
            86   5.01165e+01   8.60000e+01  -4.28868e+01   1.05189e+01   5.86667e+01
            87   5.04673e+01   8.70000e+01  -4.28123e+01   1.05160e+01   5.90000e+01
            88   5.08287e+01   8.80000e+01  -4.27460e+01   1.05129e+01   5.93333e+01
            89   5.11850e+01   8.90000e+01  -4.26775e+01   1.05098e+01   5.96667e+01
            90   5.15436e+01   9.00000e+01  -4.26108e+01   1.05067e+01   6.00000e+01
            91   5.18940e+01   9.10000e+01  -4.25452e+01   1.05036e+01   6.03333e+01
            92   5.22399e+01   9.20000e+01  -4.24898e+01   1.05003e+01   6.06667e+01
            93   5.25968e+01   9.30000e+01  -4.24331e+01   1.04970e+01   6.10000e+01
            94   5.29524e+01   9.40000e+01  -4.23773e+01   1.04937e+01   6.13333e+01
            95   5.33050e+01   9.50000e+01  -4.23217e+01   1.04903e+01   6.16667e+01
            96   5.36485e+01   9.60000e+01  -4.22787e+01   1.04868e+01   6.20000e+01
            97   5.40050e+01   9.70000e+01  -4.22295e+01   1.04834e+01   6.23333e+01
            98   5.43560e+01   9.80000e+01  -4.21813e+01   1.04799e+01   6.26667e+01
            99   5.47035e+01   9.90000e+01  -4.21338e+01   1.04763e+01   6.30000e+01
           100   5.50518e+01   1.00000e+02  -4.21012e+01   1.04726e+01   6.33333e+01
           101   5.53966e+01   1.01000e+02  -4.20621e+01   1.04689e+01   6.36667e+01
           102   5.57318e+01   1.02000e+02  -4.20227e+01   1.04652e+01   6.40000e+01
           103   5.60953e+01   1.03000e+02  -4.19833e+01   1.04615e+01   6.43333e+01
           104   5.64386e+01   1.04000e+02  -4.19535e+01   1.04575e+01   6.46667e+01
           105   5.67880e+01   1.05000e+02  -4.19213e+01   1.04536e+01   6.50000e+01
           106   5.71361e+01   1.06000e+02  -4.18896e+01   1.04497e+01   6.53333e+01
           107   5.74751e+01   1.07000e+02  -4.18588e+01   1.04458e+01   6.56667e+01
           108   5.78270e+01   1.08000e+02  -4.18363e+01   1.04417e+01   6.60000e+01
           109   5.81679e+01   1.09000e+02  -4.18090e+01   1.04376e+01   6.63333e+01
           110   5.85141e+01   1.10000e+02  -4.17809e+01   1.04335e+01   6.66667e+01
           111   5.88574e+01   1.11000e+02  -4.17538e+01   1.04293e+01   6.70000e+01
           112   5.92085e+01   1.12000e+02  -4.17348e+01   1.04250e+01   6.73333e+01
           113   5.95442e+01   1.13000e+02  -4.17127e+01   1.04207e+01   6.76667e+01
           114   5.98921e+01   1.14000e+02  -4.16920e+01   1.04164e+01   6.80000e+01
           115   6.02267e+01   1.15000e+02  -4.16735e+01   1.04121e+01   6.83333e+01
           116   6.05745e+01   1.16000e+02  -4.16612e+01   1.04076e+01   6.86667e+01
           117   6.09205e+01   1.17000e+02  -4.16459e+01   1.04031e+01   6.90000e+01
           118   6.12682e+01   1.18000e+02  -4.16293e+01   1.03987e+01   6.93333e+01
           119   6.16140e+01   1.19000e+02  -4.16127e+01   1.03941e+01   6.96667e+01
           120   6.19490e+01   1.20000e+02  -4.16065e+01   1.03895e+01   7.00000e+01
           121   6.22957e+01   1.21000e+02  -4.15955e+01   1.03849e+01   7.03333e+01
           122   6.26381e+01   1.22000e+02  -4.15831e+01   1.03802e+01   7.06667e+01
           123   6.29652e+01   1.23000e+02  -4.15714e+01   1.03756e+01   7.10000e+01
           124   6.33150e+01   1.24000e+02  -4.15669e+01   1.03708e+01   7.13333e+01
           125   6.36489e+01   1.25000e+02  -4.15561e+01   1.03660e+01   7.16667e+01
           126   6.40025e+01   1.26000e+02  -4.15444e+01   1.03612e+01   7.20000e+01
           127   6.43438e+01   1.27000e+02  -4.15341e+01   1.03564e+01   7.23333e+01
           128   6.46808e+01   1.28000e+02  -4.15252e+01   1.03515e+01   7.26667e+01
           129   6.50215e+01   1.29000e+02  -4.15189e+01   1.03466e+01   7.30000e+01
           130   6.53703e+01   1.30000e+02  -4.15147e+01   1.03417e+01   7.33333e+01
           131   6.57133e+01   1.31000e+02  -4.15109e+01   1.03367e+01   7.36667e+01
           132   6.60530e+01   1.32000e+02  -4.15076e+01   1.03317e+01   7.40000e+01
           133   6.63973e+01   1.33000e+02  -4.15027e+01   1.03267e+01   7.43333e+01
           134   6.67463e+01   1.34000e+02  -4.14982e+01   1.03216e+01   7.46667e+01
           135   6.70790e+01   1.35000e+02  -4.14945e+01   1.03165e+01   7.50000e+01
           136   6.74105e+01   1.36000e+02  -4.14983e+01   1.03114e+01   7.53333e+01
           137   6.77574e+01   1.37000e+02  -4.14958e+01   1.03063e+01   7.56667e+01
           138   6.80873e+01   1.38000e+02  -4.14901e+01   1.03011e+01   7.60000e+01
           139   6.84184e+01   1.39000e+02  -4.14827e+01   1.02960e+01   7.63333e+01
           140   6.87684e+01   1.40000e+02  -4.14739e+01   1.02907e+01   7.66667e+01
           141   6.91122e+01   1.41000e+02  -4.14661e+01   1.02855e+01   7.70000e+01
           142   6.94566e+01   1.42000e+02  -4.14585e+01   1.02802e+01   7.73333e+01
           143   6.97891e+01   1.43000e+02  -4.14499e+01   1.02750e+01   7.76667e+01
           144   7.01325e+01   1.44000e+02  -4.14335e+01   1.02697e+01   7.80000e+01
           145   7.04771e+01   1.45000e+02  -4.14200e+01   1.02644e+01   7.83333e+01
           146   7.08209e+01   1.46000e+02  -4.14066e+01   1.02591e+01   7.86667e+01
           147   7.11712e+01   1.47000e+02  -4.13928e+01   1.02538e+01   7.90000e+01
           148   7.15158e+01   1.48000e+02  -4.13717e+01   1.02485e+01   7.93333e+01
           149   7.18504e+01   1.49000e+02  -4.13538e+01   1.02431e+01   7.96667e+01
           150   7.21887e+01   1.50000e+02  -4.13359e+01   1.02378e+01   8.00000e+01
           151   7.25368e+01   1.51000e+02  -4.13172e+01   1.02324e+01   8.03333e+01
           152   7.28808e+01   1.52000e+02  -4.12941e+01   1.02271e+01   8.06667e+01
           153   7.32269e+01   1.53000e+02  -4.12715e+01   1.02217e+01   8.10000e+01
           154   7.35712e+01   1.54000e+02  -4.12482e+01   1.02164e+01   8.13333e+01
           155   7.39195e+01   1.55000e+02  -4.12247e+01   1.02110e+01   8.16667e+01
           156   7.42521e+01   1.56000e+02  -4.11975e+01   1.02057e+01   8.20000e+01
           157   7.46008e+01   1.57000e+02  -4.11723e+01   1.02004e+01   8.23333e+01
           158   7.49449e+01   1.58000e+02  -4.11465e+01   1.01950e+01   8.26667e+01
           159   7.52930e+01   1.59000e+02  -4.11197e+01   1.01897e+01   8.30000e+01
           160   7.56408e+01   1.60000e+02  -4.10831e+01   1.01844e+01   8.33333e+01
           161   7.59821e+01   1.61000e+02  -4.10504e+01   1.01791e+01   8.36667e+01
           162   7.63312e+01   1.62000e+02  -4.10163e+01   1.01737e+01   8.40000e+01
           163   7.66761e+01   1.63000e+02  -4.09806e+01   1.01684e+01   8.43333e+01
           164   7.70212e+01   1.64000e+02  -4.09402e+01   1.01631e+01   8.46667e+01
           165   7.73621e+01   1.65000e+02  -4.09029e+01   1.01578e+01   8.50000e+01
           166   7.77070e+01   1.66000e+02  -4.08651e+01   1.01525e+01   8.53333e+01
           167   7.80546e+01   1.67000e+02  -4.08258e+01   1.01473e+01   8.56667e+01
           168   7.84075e+01   1.68000e+02  -4.07758e+01   1.01420e+01   8.60000e+01
           169   7.87516e+01   1.69000e+02  -4.07313e+01   1.01368e+01   8.63333e+01
           170   7.90993e+01   1.70000e+02  -4.06880e+01   1.01315e+01   8.66667e+01
           171   7.94552e+01   1.71000e+02  -4.06454e+01   1.01263e+01   8.70000e+01
           172   7.98075e+01   1.72000e+02  -4.05952e+01   1.01212e+01   8.73333e+01
           173   8.01414e+01   1.73000e+02  -4.05466e+01   1.01160e+01   8.76667e+01
           174   8.04879e+01   1.74000e+02  -4.04972e+01   1.01108e+01   8.80000e+01
           175   8.08403e+01   1.75000e+02  -4.04472e+01   1.01057e+01   8.83333e+01
           176   8.11887e+01   1.76000e+02  -4.03932e+01   1.01006e+01   8.86667e+01
           177   8.15295e+01   1.77000e+02  -4.03390e+01   1.00955e+01   8.90000e+01
           178   8.18868e+01   1.78000e+02  -4.02851e+01   1.00904e+01   8.93333e+01
           179   8.22300e+01   1.79000e+02  -4.02304e+01   1.00853e+01   8.96667e+01
           180   8.25710e+01   1.80000e+02  -4.01669e+01   1.00803e+01   9.00000e+01
           181   8.29264e+01   1.81000e+02  -4.01043e+01   1.00753e+01   9.03333e+01
           182   8.32800e+01   1.82000e+02  -4.00408e+01   1.00703e+01   9.06667e+01
           183   8.36320e+01   1.83000e+02  -3.99776e+01   1.00654e+01   9.10000e+01
           184   8.39761e+01   1.84000e+02  -3.99042e+01   1.00605e+01   9.13333e+01
           185   8.43360e+01   1.85000e+02  -3.98339e+01   1.00556e+01   9.16667e+01
           186   8.46852e+01   1.86000e+02  -3.97620e+01   1.00507e+01   9.20000e+01
           187   8.50317e+01   1.87000e+02  -3.96883e+01   1.00458e+01   9.23333e+01
           188   8.53850e+01   1.88000e+02  -3.96034e+01   1.00410e+01   9.26667e+01
           189   8.57375e+01   1.89000e+02  -3.95240e+01   1.00362e+01   9.30000e+01
           190   8.61011e+01   1.90000e+02  -3.94458e+01   1.00315e+01   9.33333e+01
           191   8.64412e+01   1.91000e+02  -3.93664e+01   1.00267e+01   9.36667e+01
           192   8.67830e+01   1.92000e+02  -3.92761e+01   1.00220e+01   9.40000e+01
           193   8.71512e+01   1.93000e+02  -3.91880e+01   1.00173e+01   9.43333e+01
           194   8.75027e+01   1.94000e+02  -3.91004e+01   1.00127e+01   9.46667e+01
           195   8.78670e+01   1.95000e+02  -3.90134e+01   1.00081e+01   9.50000e+01
           196   8.82179e+01   1.96000e+02  -3.89132e+01   1.00035e+01   9.53333e+01
           197   8.85737e+01   1.97000e+02  -3.88192e+01   9.99897e+00   9.56667e+01
           198   8.89203e+01   1.98000e+02  -3.87259e+01   9.99444e+00   9.60000e+01
           199   8.92741e+01   1.99000e+02  -3.86325e+01   9.98993e+00   9.63333e+01
           200   8.96323e+01   2.00000e+02  -3.85296e+01   9.98553e+00   9.66667e+01
           201   8.99884e+01   2.01000e+02  -3.84283e+01   9.98112e+00   9.70000e+01
           202   9.03483e+01   2.02000e+02  -3.83272e+01   9.97672e+00   9.73333e+01
           203   9.06899e+01   2.03000e+02  -3.82255e+01   9.97234e+00   9.76667e+01
           204   9.10525e+01   2.04000e+02  -3.81150e+01   9.96807e+00   9.80000e+01
           205   9.14033e+01   2.05000e+02  -3.80056e+01   9.96378e+00   9.83333e+01
           206   9.17640e+01   2.06000e+02  -3.78957e+01   9.95952e+00   9.86667e+01
           207   9.21155e+01   2.07000e+02  -3.77851e+01   9.95528e+00   9.90000e+01
           208   9.24729e+01   2.08000e+02  -3.76635e+01   9.95113e+00   9.93333e+01
           209   9.28373e+01   2.09000e+02  -3.75486e+01   9.94698e+00   9.96667e+01
           210   9.31894e+01   2.10000e+02  -3.74334e+01   9.94284e+00   1.00000e+02
           211   9.35509e+01   2.11000e+02  -3.73171e+01   9.93873e+00   1.00333e+02
           212   9.39076e+01   2.12000e+02  -3.71890e+01   9.93472e+00   1.00667e+02
           213   9.42727e+01   2.13000e+02  -3.70661e+01   9.93070e+00   1.01000e+02
           214   9.46287e+01   2.14000e+02  -3.69437e+01   9.92671e+00   1.01333e+02
           215   9.49845e+01   2.15000e+02  -3.68219e+01   9.92274e+00   1.01667e+02
           216   9.53459e+01   2.16000e+02  -3.66945e+01   9.91888e+00   1.02000e+02
           217   9.56947e+01   2.17000e+02  -3.65709e+01   9.91500e+00   1.02333e+02
           218   9.60555e+01   2.18000e+02  -3.64479e+01   9.91114e+00   1.02667e+02
           219   9.64138e+01   2.19000e+02  -3.63241e+01   9.90730e+00   1.03000e+02
           220   9.67787e+01   2.20000e+02  -3.61918e+01   9.90357e+00   1.03333e+02
           221   9.71359e+01   2.21000e+02  -3.60620e+01   9.89983e+00   1.03667e+02
           222   9.74992e+01   2.22000e+02  -3.59334e+01   9.89610e+00   1.04000e+02
           223   9.78507e+01   2.23000e+02  -3.58045e+01   9.89241e+00   1.04333e+02
           224   9.82103e+01   2.24000e+02  -3.56733e+01   9.88882e+00   1.04667e+02
           225   9.85669e+01   2.25000e+02  -3.55400e+01   9.88522e+00   1.05000e+02
           226   9.89187e+01   2.26000e+02  -3.54055e+01   9.88163e+00   1.05333e+02
           227   9.92774e+01   2.27000e+02  -3.52694e+01   9.87807e+00   1.05667e+02
           228   9.96382e+01   2.28000e+02  -3.51245e+01   9.87462e+00   1.06000e+02
           229   1.00006e+02   2.29000e+02  -3.49841e+01   9.87115e+00   1.06333e+02
           230   1.00361e+02   2.30000e+02  -3.48436e+01   9.86770e+00   1.06667e+02
           231   1.00721e+02   2.31000e+02  -3.47016e+01   9.86428e+00   1.07000e+02
           232   1.01076e+02   2.32000e+02  -3.45534e+01   9.86095e+00   1.07333e+02
           233   1.01446e+02   2.33000e+02  -3.44093e+01   9.85760e+00   1.07667e+02
           234   1.01806e+02   2.34000e+02  -3.42644e+01   9.85428e+00   1.08000e+02
           235   1.02164e+02   2.35000e+02  -3.41189e+01   9.85098e+00   1.08333e+02
           236   1.02531e+02   2.36000e+02  -3.39641e+01   9.84779e+00   1.08667e+02
           237   1.02884e+02   2.37000e+02  -3.38130e+01   9.84459e+00   1.09000e+02
           238   1.03239e+02   2.38000e+02  -3.36625e+01   9.84141e+00   1.09333e+02
           239   1.03609e+02   2.39000e+02  -3.35118e+01   9.83825e+00   1.09667e+02
           240   1.03968e+02   2.40000e+02  -3.33584e+01   9.83521e+00   1.10000e+02
           241   1.04322e+02   2.41000e+02  -3.32044e+01   9.83213e+00   1.10333e+02
           242   1.04691e+02   2.42000e+02  -3.30495e+01   9.82907e+00   1.10667e+02
           243   1.05052e+02   2.43000e+02  -3.28934e+01   9.82603e+00   1.11000e+02
           244   1.05415e+02   2.44000e+02  -3.27323e+01   9.82308e+00   1.11333e+02
           245   1.05776e+02   2.45000e+02  -3.25763e+01   9.82013e+00   1.11667e+02
           246   1.06138e+02   2.46000e+02  -3.24210e+01   9.81720e+00   1.12000e+02
           247   1.06496e+02   2.47000e+02  -3.22650e+01   9.81430e+00   1.12333e+02
           248   1.06854e+02   2.48000e+02  -3.21061e+01   9.81150e+00   1.12667e+02
           249   1.07219e+02   2.49000e+02  -3.19482e+01   9.80869e+00   1.13000e+02
           250   1.07584e+02   2.50000e+02  -3.17891e+01   9.80589e+00   1.13333e+02
           251   1.07949e+02   2.51000e+02  -3.16289e+01   9.80312e+00   1.13667e+02
           252   1.08303e+02   2.52000e+02  -3.14680e+01   9.80044e+00   1.14000e+02
           253   1.08663e+02   2.53000e+02  -3.13072e+01   9.79775e+00   1.14333e+02
           254   1.09018e+02   2.54000e+02  -3.11465e+01   9.79508e+00   1.14667e+02
           255   1.09385e+02   2.55000e+02  -3.09858e+01   9.79243e+00   1.15000e+02
           256   1.09747e+02   2.56000e+02  -3.08214e+01   9.78986e+00   1.15333e+02
           257   1.10107e+02   2.57000e+02  -3.06579e+01   9.78729e+00   1.15667e+02
           258   1.10465e+02   2.58000e+02  -3.04933e+01   9.78473e+00   1.16000e+02
           259   1.10835e+02   2.59000e+02  -3.03278e+01   9.78219e+00   1.16333e+02
           260   1.11191e+02   2.60000e+02  -3.01580e+01   9.77974e+00   1.16667e+02
           261   1.11558e+02   2.61000e+02  -2.99913e+01   9.77728e+00   1.17000e+02
           262   1.11917e+02   2.62000e+02  -2.98254e+01   9.77484e+00   1.17333e+02
           263   1.12276e+02   2.63000e+02  -2.96598e+01   9.77243e+00   1.17667e+02
           264   1.12635e+02   2.64000e+02  -2.94921e+01   9.77010e+00   1.18000e+02
           265   1.12993e+02   2.65000e+02  -2.93259e+01   9.76776e+00   1.18333e+02
           266   1.13359e+02   2.66000e+02  -2.91595e+01   9.76543e+00   1.18667e+02
           267   1.13724e+02   2.67000e+02  -2.89931e+01   9.76311e+00   1.19000e+02
           268   1.14087e+02   2.68000e+02  -2.88200e+01   9.76088e+00   1.19333e+02
           269   1.14444e+02   2.69000e+02  -2.86485e+01   9.75864e+00   1.19667e+02
           270   1.14806e+02   2.70000e+02  -2.84784e+01   9.75641e+00   1.20000e+02
           271   1.15165e+02   2.71000e+02  -2.83095e+01   9.75421e+00   1.20333e+02
           272   1.15527e+02   2.72000e+02  -2.81405e+01   9.75209e+00   1.20667e+02
           273   1.15888e+02   2.73000e+02  -2.79696e+01   9.74997e+00   1.21000e+02
           274   1.16247e+02   2.74000e+02  -2.77972e+01   9.74786e+00   1.21333e+02
           275   1.16609e+02   2.75000e+02  -2.76238e+01   9.74577e+00   1.21667e+02
           276   1.16980e+02   2.76000e+02  -2.74448e+01   9.74378e+00   1.22000e+02
           277   1.17346e+02   2.77000e+02  -2.72704e+01   9.74178e+00   1.22333e+02
           278   1.17702e+02   2.78000e+02  -2.70971e+01   9.73980e+00   1.22667e+02
           279   1.18058e+02   2.79000e+02  -2.69236e+01   9.73784e+00   1.23000e+02
           280   1.18422e+02   2.80000e+02  -2.67512e+01   9.73597e+00   1.23333e+02
           281   1.18779e+02   2.81000e+02  -2.65801e+01   9.73409e+00   1.23667e+02
           282   1.19145e+02   2.82000e+02  -2.64087e+01   9.73222e+00   1.24000e+02
           283   1.19511e+02   2.83000e+02  -2.62359e+01   9.73038e+00   1.24333e+02
           284   1.19872e+02   2.84000e+02  -2.60615e+01   9.72861e+00   1.24667e+02
           285   1.20229e+02   2.85000e+02  -2.58881e+01   9.72682e+00   1.25000e+02
           286   1.20586e+02   2.86000e+02  -2.57138e+01   9.72504e+00   1.25333e+02
           287   1.20951e+02   2.87000e+02  -2.55396e+01   9.72326e+00   1.25667e+02
           288   1.21307e+02   2.88000e+02  -2.53687e+01   9.72154e+00   1.26000e+02
           289   1.21663e+02   2.89000e+02  -2.51947e+01   9.71982e+00   1.26333e+02
           290   1.22021e+02   2.90000e+02  -2.50194e+01   9.71812e+00   1.26667e+02
           291   1.22386e+02   2.91000e+02  -2.48440e+01   9.71642e+00   1.27000e+02
           292   1.22753e+02   2.92000e+02  -2.46677e+01   9.71478e+00   1.27333e+02
           293   1.23105e+02   2.93000e+02  -2.44926e+01   9.71314e+00   1.27667e+02
           294   1.23474e+02   2.94000e+02  -2.43170e+01   9.71151e+00   1.28000e+02
           295   1.23834e+02   2.95000e+02  -2.41407e+01   9.70990e+00   1.28333e+02
           296   1.24196e+02   2.96000e+02  -2.39609e+01   9.70836e+00   1.28667e+02
           297   1.24551e+02   2.97000e+02  -2.37814e+01   9.70680e+00   1.29000e+02
           298   1.24921e+02   2.98000e+02  -2.36018e+01   9.70527e+00   1.29333e+02
           299   1.25278e+02   2.99000e+02  -2.34234e+01   9.70375e+00   1.29667e+02
           300   1.25632e+02   3.00000e+02  -2.32459e+01   9.70230e+00   1.30000e+02
           301   1.25992e+02   3.01000e+02  -2.30692e+01   9.70084e+00   1.30333e+02
           302   1.26359e+02   3.02000e+02  -2.28928e+01   9.69940e+00   1.30667e+02
           303   1.26715e+02   3.03000e+02  -2.27159e+01   9.69797e+00   1.31000e+02
           304   1.27082e+02   3.04000e+02  -2.25344e+01   9.69661e+00   1.31333e+02
           305   1.27437e+02   3.05000e+02  -2.23579e+01   9.69524e+00   1.31667e+02
           306   1.27807e+02   3.06000e+02  -2.21836e+01   9.69388e+00   1.32000e+02
           307   1.28164e+02   3.07000e+02  -2.20095e+01   9.69252e+00   1.32333e+02
           308   1.28521e+02   3.08000e+02  -2.18382e+01   9.69123e+00   1.32667e+02
           309   1.28877e+02   3.09000e+02  -2.16634e+01   9.68992e+00   1.33000e+02
           310   1.29235e+02   3.10000e+02  -2.14884e+01   9.68863e+00   1.33333e+02
           311   1.29597e+02   3.11000e+02  -2.13135e+01   9.68735e+00   1.33667e+02
           312   1.29958e+02   3.12000e+02  -2.11392e+01   9.68611e+00   1.34000e+02
           313   1.30316e+02   3.13000e+02  -2.09653e+01   9.68486e+00   1.34333e+02
           314   1.30661e+02   3.14000e+02  -2.07916e+01   9.68363e+00   1.34667e+02
           315   1.31025e+02   3.15000e+02  -2.06191e+01   9.68241e+00   1.35000e+02
